date,latitude,longitude,temperature
2020-01-16 12:00:00+00:00,-6.5,78.5,29.272327
2020-01-16 12:00:00+00:00,-6.5,79.5,29.161102
2020-01-16 12:00:00+00:00,-6.5,80.5,29.061039
2020-01-16 12:00:00+00:00,-7.5,60.5,29.086826
2020-01-16 12:00:00+00:00,-7.5,61.5,29.099895
2020-01-16 12:00:00+00:00,-7.5,62.5,29.046177
2020-01-16 12:00:00+00:00,-7.5,63.5,29.0303
2020-01-16 12:00:00+00:00,-7.5,64.5,29.073755
2020-01-16 12:00:00+00:00,-7.5,65.5,29.175056
2020-01-16 12:00:00+00:00,-7.5,66.5,29.308125
2020-01-16 12:00:00+00:00,-7.5,67.5,29.427992
2020-01-16 12:00:00+00:00,-7.5,68.5,29.50439
2020-01-16 12:00:00+00:00,-7.5,69.5,29.462828
2020-01-16 12:00:00+00:00,-7.5,70.5,29.323027
2020-01-16 12:00:00+00:00,-7.5,71.5,29.238167
2020-01-16 12:00:00+00:00,-7.5,72.5,29.228941
2020-01-16 12:00:00+00:00,-7.5,73.5,29.267147
2020-01-16 12:00:00+00:00,-7.5,74.5,29.366463
2020-01-16 12:00:00+00:00,-7.5,75.5,29.45035
2020-01-16 12:00:00+00:00,-7.5,76.5,29.495686
2020-01-16 12:00:00+00:00,-7.5,77.5,29.45136
2020-01-16 12:00:00+00:00,-7.5,78.5,29.304686
2020-01-16 12:00:00+00:00,-7.5,79.5,29.192276
2020-01-16 12:00:00+00:00,-7.5,80.5,29.115702
2020-01-16 12:00:00+00:00,-8.5,60.5,29.03359
2020-01-16 12:00:00+00:00,-8.5,61.5,29.065626
2020-01-16 12:00:00+00:00,-8.5,62.5,29.08044
2020-01-16 12:00:00+00:00,-8.5,63.5,29.103504
2020-01-16 12:00:00+00:00,-8.5,64.5,29.138657
2020-01-16 12:00:00+00:00,-8.5,65.5,29.239498
2020-01-16 12:00:00+00:00,-8.5,66.5,29.390934
2020-01-16 12:00:00+00:00,-8.5,67.5,29.528376
2020-01-16 12:00:00+00:00,-8.5,68.5,29.627743
2020-01-16 12:00:00+00:00,-8.5,69.5,29.59872
2020-01-16 12:00:00+00:00,-8.5,70.5,29.447968
2020-01-16 12:00:00+00:00,-8.5,71.5,29.35558
2020-01-16 12:00:00+00:00,-8.5,72.5,29.351765
2020-01-16 12:00:00+00:00,-8.5,73.5,29.400545
2020-01-16 12:00:00+00:00,-8.5,74.5,29.500717
2020-01-16 12:00:00+00:00,-8.5,75.5,29.532305
2020-01-16 12:00:00+00:00,-8.5,76.5,29.487339
2020-01-16 12:00:00+00:00,-8.5,77.5,29.414131
2020-01-16 12:00:00+00:00,-8.5,78.5,29.29934
2020-01-16 12:00:00+00:00,-8.5,79.5,29.211805
2020-01-16 12:00:00+00:00,-8.5,80.5,29.15083
2020-01-16 12:00:00+00:00,-9.5,60.5,29.014841
2020-01-16 12:00:00+00:00,-9.5,61.5,29.013885
2020-01-16 12:00:00+00:00,-9.5,62.5,29.043968
2020-01-16 12:00:00+00:00,-9.5,63.5,29.142271
2020-01-16 12:00:00+00:00,-9.5,64.5,29.289711
2020-01-16 12:00:00+00:00,-9.5,65.5,29.422697
2020-01-16 12:00:00+00:00,-9.5,66.5,29.54178
2020-01-16 12:00:00+00:00,-9.5,67.5,29.644909
2020-01-16 12:00:00+00:00,-9.5,68.5,29.725395
2020-01-16 12:00:00+00:00,-9.5,69.5,29.706108
2020-01-16 12:00:00+00:00,-9.5,70.5,29.584015
2020-01-16 12:00:00+00:00,-9.5,71.5,29.511875
2020-01-16 12:00:00+00:00,-9.5,72.5,29.506222
2020-01-16 12:00:00+00:00,-9.5,73.5,29.517254
2020-01-16 12:00:00+00:00,-9.5,74.5,29.536499
2020-01-16 12:00:00+00:00,-9.5,75.5,29.468723
2020-01-16 12:00:00+00:00,-9.5,76.5,29.325846
2020-01-16 12:00:00+00:00,-9.5,77.5,29.250393
2020-01-16 12:00:00+00:00,-9.5,78.5,29.227875
2020-01-16 12:00:00+00:00,-9.5,79.5,29.18417
2020-01-16 12:00:00+00:00,-9.5,80.5,29.117527
